[[7,15,6,19,11,12,5,11,11,1,5,12,18,18,13,6,17,8,19,7,17,5,14,8,1,13,13,6,19,19,15,16,11,6,2,4,3,10,16,8,14,2,10,10,6,7,10,2,3,16,19,6,17,2,6,10],
[19,13,7,4,14,2,5,2,16,9,12,11,19,8,8,6,17,13,10,10,6,0,9,18,4,14,13,7,3,8,10,16,12,17,13,17,16,1,16,8,14,2,7,10,16,2,7,2,3,16,8,6,8,15,14,8],
[9,17,16,14,11,12,18,0,15,4,15,0,18,18,13,11,17,11,17,14,4,13,19,8,2,5,13,6,19,3,15,8,5,19,8,17,14,16,3,4,13,11,13,3,12,0,0,2,12,16,19,4,13,14,8,15],
[15,4,12,9,1,12,5,11,0,3,18,12,7,16,13,6,13,6,18,8,9,6,1,13,16,18,13,0,8,9,7,14,3,6,11,4,19,17,11,8,15,2,11,19,19,19,5,10,3,16,19,17,19,2,1,19],
[4,4,19,5,8,4,5,7,11,17,3,17,15,2,1,6,5,8,1,14,0,5,15,5,1,8,16,17,7,8,19,13,2,6,10,5,2,3,12,8,14,5,10,15,19,1,7,2,12,2,13,3,11,8,13,17],
[0,18,6,16,14,2,3,19,11,10,8,4,2,3,0,13,11,2,16,14,16,18,10,8,15,8,6,8,19,1,16,9,9,5,5,4,13,18,0,12,14,1,10,9,19,9,1,2,3,11,17,0,14,12,8,19],
[14,0,9,17,13,16,3,3,10,10,12,7,18,16,13,16,6,8,19,7,4,1,5,11,15,7,13,6,16,1,5,7,3,19,2,10,19,0,8,15,14,2,10,9,1,7,10,12,3,16,18,15,17,14,6,10],
[11,3,18,2,17,12,5,11,11,4,14,1,4,18,13,6,10,11,4,9,19,18,15,15,17,13,13,10,19,11,10,5,10,13,4,19,4,12,8,8,14,14,13,11,19,5,4,0,6,17,12,2,6,16,16,19],
[7,19,7,8,13,12,13,9,3,0,5,9,8,12,16,6,19,5,15,12,0,9,1,2,16,18,5,1,14,19,4,1,0,6,15,10,18,13,9,8,14,17,7,11,12,3,5,16,12,16,10,1,19,10,2,15],
[7,15,14,15,11,7,3,11,11,7,8,8,17,14,18,6,17,3,16,12,1,7,0,18,4,0,10,12,7,14,9,13,8,3,6,9,3,1,16,14,14,1,10,8,12,7,15,8,3,16,0,1,16,2,2,18],
[1,16,12,16,14,11,14,8,6,2,12,18,16,3,14,10,19,15,17,3,6,3,1,14,19,13,3,1,1,19,5,5,8,12,4,0,13,4,15,8,12,11,8,6,6,1,19,15,12,17,13,8,1,17,12,3],
[9,4,4,7,7,4,14,15,7,18,19,19,6,11,5,1,6,17,7,1,18,12,11,19,5,16,9,5,10,19,14,17,8,8,17,13,8,4,15,0,19,15,6,7,6,4,19,5,10,14,19,11,12,0,16,13],
[18,7,1,16,1,11,14,19,12,18,4,2,12,3,14,10,3,11,4,14,6,1,4,2,14,9,3,1,6,19,0,13,15,14,0,9,19,13,13,9,13,13,8,15,10,1,9,2,12,19,13,3,11,3,3,19],
[17,11,12,6,9,13,1,2,14,8,2,5,2,11,17,5,19,10,8,13,14,9,0,6,4,9,3,1,1,19,3,3,18,12,4,9,18,3,15,8,14,19,8,3,8,14,13,1,0,17,9,2,9,15,17,7],
[16,13,11,16,8,10,15,3,0,17,12,10,13,16,14,1,2,15,17,0,2,13,17,1,13,2,2,0,4,18,1,18,12,11,10,0,6,19,11,4,15,8,5,3,6,15,4,6,2,19,4,3,17,16,12,9],
[19,4,7,1,3,7,14,6,6,13,15,15,14,16,3,3,9,13,1,17,12,1,9,10,1,13,4,1,1,5,1,2,14,1,8,12,16,4,8,19,2,11,15,15,10,3,0,1,2,2,16,12,8,10,15,7],
[8,4,18,2,4,7,8,2,0,18,10,3,17,16,3,0,13,18,17,3,15,10,4,0,19,18,15,5,0,12,16,4,0,14,4,0,4,5,9,4,18,4,1,11,17,6,19,0,11,17,13,18,1,14,8,12],
[19,16,12,2,2,4,14,7,2,13,14,11,18,9,17,10,7,16,8,2,10,0,14,8,2,10,8,19,14,8,13,0,1,2,19,0,5,18,1,8,19,11,7,19,12,1,6,15,12,17,15,12,6,14,9,11],
[4,16,4,16,14,5,8,0,0,13,6,5,2,5,13,4,15,18,5,9,0,0,9,6,11,4,19,19,1,19,3,8,0,11,2,7,17,1,17,8,4,7,8,6,5,1,0,17,12,9,2,12,4,17,12,18],
[14,16,7,10,15,6,5,8,14,13,19,5,6,13,17,16,17,15,5,10,15,12,10,11,13,9,9,2,1,12,15,12,12,3,18,14,3,8,15,19,11,15,8,12,9,10,1,13,6,14,6,10,15,12,12,2],
[5,14,14,10,1,10,4,19,6,8,9,9,3,15,10,2,12,0,6,16,2,16,13,1,19,2,11,16,1,6,13,8,13,18,8,0,1,1,12,0,10,4,3,12,12,9,11,10,3,7,1,11,7,8,1,7],
[3,12,16,10,5,10,7,14,5,14,10,15,11,6,10,9,6,14,8,18,10,13,15,10,19,2,15,17,2,1,14,5,5,18,3,0,13,18,19,0,10,9,3,4,1,18,6,3,3,2,6,11,10,8,19,0],
[6,2,10,17,11,11,15,1,12,15,9,12,11,8,10,2,17,11,4,12,18,5,2,18,2,4,5,16,5,12,5,8,1,14,1,0,2,5,15,5,16,3,3,12,0,9,19,10,16,9,6,13,7,8,9,7],
[4,1,13,10,19,8,18,4,11,6,11,1,9,12,10,2,1,11,17,1,6,16,8,5,3,15,15,18,6,7,10,3,13,18,10,0,13,19,4,2,8,15,3,5,14,9,4,7,3,7,1,11,7,16,17,7],
[0,10,19,4,16,6,5,14,6,16,12,5,7,3,15,19,12,0,15,14,9,19,11,10,12,9,12,5,7,19,6,18,6,3,18,3,14,13,3,5,10,6,9,14,14,13,11,10,19,7,15,6,5,19,11,7],
[9,13,9,12,11,7,3,16,0,13,3,17,12,4,9,11,8,18,13,8,6,7,18,15,7,7,5,6,1,6,11,2,5,14,3,13,13,14,8,13,10,0,13,17,10,6,9,17,6,7,1,2,18,18,18,3],
[10,1,16,13,14,13,3,19,0,18,19,18,4,1,10,13,4,6,15,11,9,6,9,1,5,16,11,16,6,7,0,10,17,18,17,0,10,13,13,3,13,4,1,1,10,0,18,6,5,19,13,18,12,17,1,7],
[10,14,10,10,1,1,6,19,0,18,1,19,12,18,10,4,12,0,11,0,1,8,13,10,11,4,9,17,7,3,0,12,1,18,5,18,16,0,12,3,10,4,3,11,8,6,9,6,1,15,12,11,18,8,1,17],
[10,13,14,3,13,13,0,0,15,6,10,2,14,6,10,5,17,16,19,7,10,18,12,0,9,2,11,2,13,19,9,16,0,18,5,7,10,17,16,13,3,5,9,10,15,13,19,14,8,8,13,12,5,6,16,13],
[18,7,19,7,6,5,12,11,12,14,9,5,0,10,10,0,15,19,8,17,13,5,0,1,7,14,4,9,19,1,11,17,5,12,8,0,4,10,14,17,13,8,3,0,6,9,11,1,3,7,17,4,7,10,14,11],
[12,0,1,16,10,7,15,2,7,3,0,12,10,14,14,10,14,12,14,8,4,9,10,16,8,15,1,13,14,10,17,16,4,3,16,0,14,8,2,4,18,4,7,5,9,4,9,5,3,3,6,14,14,2,15,14],
[4,8,13,16,4,7,13,12,15,15,10,19,5,0,9,11,12,9,19,18,6,0,6,13,7,14,0,4,11,7,16,18,7,7,14,13,16,19,8,5,18,12,7,2,9,18,4,15,18,5,6,11,16,5,15,14],
[19,3,2,8,4,15,3,12,18,7,1,8,10,6,13,1,0,16,16,18,11,11,5,6,4,18,9,12,14,10,17,4,2,3,19,0,11,14,2,3,1,2,5,13,19,7,19,1,10,5,3,14,6,9,5,11],
[13,1,11,12,10,7,11,16,15,2,10,13,14,15,14,18,14,18,16,9,17,10,18,14,9,15,4,4,14,14,8,9,12,17,11,2,2,1,5,0,2,7,7,8,9,0,9,5,3,3,6,14,14,1,19,2],
[12,1,11,0,18,3,12,15,13,3,0,18,10,12,3,19,10,8,19,5,15,10,19,19,10,12,18,9,15,10,17,5,3,17,16,2,10,12,12,4,18,7,7,11,9,4,9,5,5,5,14,15,14,12,3,19],
[19,5,18,7,7,6,9,14,13,15,16,12,4,7,2,4,6,18,1,7,13,3,16,19,1,19,1,19,14,10,1,7,8,9,5,0,18,7,14,4,18,19,2,3,4,9,9,5,6,3,5,3,14,12,15,16],
[2,9,18,1,15,6,13,7,2,2,2,5,10,17,2,16,8,17,11,17,0,5,8,0,6,6,0,13,3,14,17,13,3,19,7,0,10,17,1,11,18,1,7,6,15,7,9,6,3,8,18,14,14,10,8,13],
[17,13,11,7,10,13,5,17,18,10,15,10,18,10,14,0,4,12,16,1,5,10,4,13,6,4,1,19,5,16,10,6,19,2,16,0,6,12,17,6,18,4,5,9,15,18,9,5,5,3,10,14,14,19,3,14],
[8,15,14,4,2,12,14,17,16,0,14,14,4,19,14,10,0,8,2,5,18,4,11,6,4,9,1,2,12,1,14,2,13,2,3,0,19,10,9,9,18,4,7,11,19,16,9,18,10,15,18,3,10,17,1,11],
[8,11,8,12,10,1,13,2,13,17,19,5,16,16,12,16,10,19,5,11,14,14,13,4,8,15,1,7,8,5,3,11,5,3,6,0,8,8,9,19,9,5,16,13,3,7,15,12,3,15,17,15,6,3,6,0],
[16,11,1,12,9,0,15,16,7,17,10,2,11,14,12,4,0,3,10,17,19,12,12,10,5,1,15,13,9,6,19,5,11,13,12,12,5,13,15,9,9,14,19,8,3,8,3,8,7,18,5,8,14,18,12,14],
[6,11,1,12,8,0,15,19,7,5,8,15,2,14,3,6,7,14,6,19,9,8,0,1,5,0,10,4,9,6,10,15,6,8,6,6,9,9,17,9,12,6,19,18,8,0,5,6,18,5,4,10,16,0,3,7],
[16,11,1,16,15,16,15,12,13,0,3,6,11,12,18,7,7,2,11,10,10,12,16,19,1,17,8,19,19,5,4,13,12,7,17,2,9,5,14,9,9,14,19,7,2,3,9,2,6,15,5,13,14,1,16,18],
